Name,Type
Ю. Тихомирова,вулиця
Ізвесткова,вулиця
1-й Н. Сосніної,провулок
Ощадна,вулиця
Зибенський,провулок
І. Котляревського,вулиця
Вербинна,вулиця
Петра Васкула,вулиця
Димитріївська,вулиця
К. Маркса,вулиця
Завертянська,вулиця
2-й Мельничний,провулок
Пилипа Слободенюка,вулиця
1-й Олександрівський,провулок
Руднівський,провулок
Кутурженка,вулиця
Григорія Литвинчука,вулиця
Новий Посьолок,вулиця
Біатлонна,траса
Південний Пост,вулиця
Фількова,вулиця
Семенська,вулиця
Кишинська,вулиця
Цвяньковець,вулиця
Горішній Кінець,вулиця
Під Марковим Верхом,вулиця
Окапці,вулиця
Олеська,вулиця
Круг,вулиця
Миколи Лимаря,вулиця
Обʼєднана,вулиця
Мамаєва,вулиця
Орсівський,провулок
Рятівників,вулиця
Якова Стецюка,вулиця
Дмитра Чигринова,вулиця
Радулинська,вулиця
Киянський,провулок
Лукавська,вулиця
Радулинський,провулок
Лук'янівська,вулиця
Адмірала Левченка,вулиця
Жарська,вулиця
Ейсмонтівська,вулиця
Миколи Гончарука,вулиця
Присяжнюка,вулиця
Іванюка,вулиця
Мокренська,вулиця
Руслана Андрощука,вулиця
Бадовська,вулиця
Охріменків,вулиця
Томашевського,вулиця
Мудрівська,вулиця
Якова Німченка,вулиця
Троянка,вулиця
1-й Романівський,провулок
Івангородська,площа
Довбиський,провулок
Сергія Бабича,вулиця
Нижня Титарівська,вулиця
Загута,вулиця
Ведмежа,вулиця
Кутіль,вулиця
Молодіжна Нова,вулиця
Смолярна,вулиця
Олександра Іщука,вулиця
Новопосілкова,вулиця
Битий Шлях,вулиця
1-й Олексія Демʼянюка,провулок
1-й Гайдамаків,провулок
Волянського,вулиця
Жаборицька,вулиця
Олексія Демʼянюка,вулиця
2-й Гайдамаків,провулок
1-й Софіївський,провулок
1-й І. Франка,провулок
2-й І. Франка,провулок
1-й Звягельський,провулок
3-й Гайдамаків,провулок
2-й Софіївський,провулок
4-й Гайдамаків,провулок
2-й Олексія Демʼянюка,провулок
2-й Поліський,провулок
2-й Битий Шлях,провулок
4-й Житомирський,провулок
3-й Ломоносова,провулок
5-й Житомирський,провулок
Даниіла Тарасенка,вулиця
60 років Перемоги,вулиця
Климентія Домінчена,вулиця
Проєктувальна,вулиця
Ставна,вулиця
Пригородок,вулиця
Паславської,вулиця
Юрія-Франца Кульчицького-Шелестовича,вулиця
Художника Максименка,провулок
Якоба Клетта,вулиця
Фоменка,вулиця
Аккерманська,вулиця
Червоноглинський,провулок
Абдулаєва,вулиця
Соломонова,вулиця
Ливарників,вулиця
Ліповки,вулиця
Стоянова,вулиця
Виноробів,провулок
Ялинівська,вулиця
Феодосія Котенка,вулиця
Нижній Лан,вулиця
Ростока,вулиця
Свідерської,вулиця
Сергія Кульжинського,вулиця
1-й Незнайка,провулок
Обічки,вулиця
Станівки,вулиця
Рудня,вулиця
Прийми,вулиця
Ігоря Гончаренка,вулиця
Лугинська,вулиця
Посілкова,вулиця
Михайла Клименка,вулиця
Євгенії Мачерет,вулиця
Підкичера,вулиця
Підпоповець,вулиця
Ляцьки,вулиця
Анатолія Семенюти,провулок
Академіка Оппокова,вулиця
Королівщина,вулиця
Кичерка,вулиця
Новаківського,вулиця
Кисличуватська,вулиця
Балакіна,вулиця
Олександра Тітовського,вулиця
Болгарськиих Ополченців,вулиця
Дениса Проданова,вулиця
Тараса Шевченка 2-й,провулок
Біднюка,вулиця
Тараса Шевченка 1-й,провулок
Костянтина Карагеза,вулиця
Михайла Ялама,вулиця
Мокляка,вулиця
Вовчогірський,провулок
Дмитра Булгару,вулиця
Барта,вулиця
Віктора Кожуріна,вулиця
Адама Яхієва,вулиця
Обзорна,вулиця
Іорданова,вулиця
Самійла Самуся,вулиця
Івана Щирського,вулиця
Георгія Халікова,вулиця
Будишівська,вулиця
Ясіока,вулиця
Володимира Шагала,вулиця
1-й Вільський,провулок
Майдана,вулиця
Баронська,вулиця
Родаковська,вулиця
Квіточна,вулиця
Запотік,вулиця
База,вулиця
Крушина,вулиця
Тараса Федоровича,вулиця
Бесарабський,провулок
Руслана Семінька,вулиця
І. Гудковського,вулиця
Р. Купчинського,вулиця
Руслана Чудовського,вулиця
Анатолія Федорчука,вулиця
Цеглянка,вулиця
Галущинського,вулиця
Квітко,вулиця
Сливовый,тупик
Поруб,вулиця
Якова Брюховецького,провулок
Родини Рвачових,провулок
Космодем'янська,вулиця
Томського,вулиця
Тевелєва,вулиця
Федора Предтечі,провулок
Костянтина Товкача,вулиця
Князя Мстислава Удатного,вулиця
Кам’яногірська,вулиця
Тяжилівський,провулок
Федора Коробки,провулок
Полузірська,вулиця
3-й Пирогова,провулок
Олексія Ротача,вулиця
Смовзюка,вулиця
Івана Чабаненка,провулок
М. Залізняка,провулок
Восьмиквартирна,вулиця
Спартана,вулиця
Копана,вулиця
Військове Містечко,вулиця
Рудавець,вулиця
Стрий,вулиця
Другий Верх,вулиця
Комишуватська,вулиця
Келецький,провулок
Григорія Москаленка,провулок
Безнадецьких,провулок
родина Калішевських,провулок
Анатолія Чекаля,провулок
Якова Щириці,провулок
Віталія Чигирина,провулок
Іллі Рошка,вулиця
Верхня Титарівська,вулиця
Селезньовська,вулиця
Прицівська,вулиця
Сердеченка,вулиця
Наріжна,вулиця
Пришкільний,провулок
Зауглище,вулиця
Козирська,вулиця
Верснева,вулиця
Вільховатська,вулиця
Олександра Макаренка,вулиця
Шота Гогорішвілі,вулиця
Пекаря,вулиця
Каганова,вулиця
Березюкова,вулиця
Марії Чурай,провулок
Івана Носенка,вулиця
Василя Білюка,вулиця
Ярослава Костя,вулиця
Лазок,вулиця
Копчин,вулиця
Тростянець,вулиця
Полянки,вулиця
Заріг,вулиця
Нова Ріка,вулиця
Братів Зубашичів,вулиця
Комунарський,провулок
Григорія Сиротенка,провулок
Заїзджий,провулок
Пʼятенка,вулиця
Романа Балаби,вулиця
Олекси Лесіва,вулиця
Вчительска,вулиця
Наталії та Марʼяна Височанських,вулиця
Степана Мельниковича,вулиця
Івана Ляха,вулиця
Блинова,вулиця
о. Василя Пилипчука,вулиця
Жиліна,вулиця
Дніпровий,провулок
Йова Почаївського,вулиця
Надхівська,вулиця
Зелена-Бічна,вулиця
Міжколгоспбудівська,вулиця
Авдіївське,шосе
Стінка,вулиця
Мазури,вулиця
Басарабівка,вулиця
Мала Будівельна,вулиця
Начальна,вулиця
Мерзляка,вулиця
Іоанна Хрестителя,провулок
Лепехівський,провулок
Кришанова,вулиця
Кришановий,провулок
Пʼясецького,вулиця
Дорожівська,вулиця
Лікувальний,провулок
Пирнівська,вулиця
2-й Гната Юри,проїзд
Михайла Калмикова,вулиця
Дубика,вулиця
Лебедівська,вулиця
4-й Парковий,проїзд
Івана Запісочного,вулиця
Марії Орленко,провулок
Суботівський Шлях,вулиця
Тимошівський,провулок
Філона Джалалія,провулок
Кривенко,вулиця
Загірний,провулок
Марка Грушевського,вулиця
Братів Фільчинських,вулиця
Підгірських,вулиця
Казимира Заремби,провулок
Івана Дороганевського,вулиця
Карманського,вулиця
Просвіти Суспільства,вулиця
Ришельєвська,вулиця
Рожанського,вулиця
Мурафська,вулиця
Покутинський,провулок
Покутинська,вулиця
Морвокзальна,вулиця
Джублик,вулиця
2-й Керченський,провулок
Окатенка,вулиця
Сохацького,вулиця
Красино,вулиця
Руслана Сергієнка,вулиця
Червоноярська,вулиця
Матері Божої,площа
3-й Запорізький,провулок
Заводська-Бічна,вулиця
Недобитка,вулиця
Віталія Романенка,вулиця
Микити Копилова,вулиця
Володимира Гончара,вулиця
Березнювата,вулиця
Сергія Бурлака,проїзд
Руслана Сіксоя,вулиця
Нестерця,вулиця
1-й Котляревського,провулок
3-й Смолянський,провулок
Новики,вулиця
1-ша Житомирська,вулиця
2-га Житомирська,вулиця
Дальківка,вулиця
Дмитра Поливки,вулиця
7-й Польовий,провулок
8-й Польовий,провулок
Старицька,вулиця
Чикирди,провулок
29-й Польовий,провулок
25-й Польовий,провулок
24-й Польовий,провулок
17-й Польовий,провулок
18-й Польовий,провулок
19-й Польовий,провулок
Ченцових,вулиця
Фегонівка,вулиця
Садове Кільце,вулиця
Ковалів,вулиця
Заставʼє,вулиця
Трикотажна,вулиця
Грузевича,провулок
Березницька,вулиця
Середній Гай,вулиця
Дарбіняна,вулиця
Зіновеччина,вулиця
Друга Дачна,вулиця
2-й Тетерівський,провулок
Костика,вулиця
А. Деревʼянка,вулиця
Якова Мамая-Щириці,вулиця
Д. Ющенка,вулиця
Загиблих Героїв,вулиця
Закрита,вулиця
Єлисаветградська,вулиця
Пасіка,вулиця
Менчів,вулиця
Старостепова,вулиця
2-й Ушинського,провулок
1-й Ушинського,провулок
Рататюків,провулок
2-й Дубнинський,провулок
Ентузиастів,вулиця
Ігоря Поліщука,вулиця
20-ої Дистанції Колії,провулок
Героїв Чорнобильців,вулиця
Хлабатого,вулиця
Порічковий,провулок
Микільский,провулок
Бужинська,вулиця
3-тя Дамбова,вулиця
Четарів,провулок
Яківа Миколаєвича,вулиця
106-та Садова,вулиця
111-та Садова,вулиця
99-та Садова,вулиця
Бандурівка,вулиця
Недільний,провулок
Станіслава Манюшка,вулиця
Олексія Зарицького,вулиця
Індюкова,вулиця
Веденка,вулиця
Юхименка,вулиця
3-го інтернаціоналу,вулиця
Дябченка,вулиця
Друхівська,вулиця
Т. Бульби-Боровця,вулиця
Олександра Сокорчука,вулиця
Ліщинська,вулиця
Юрія Горобця,вулиця
Копьонкіна,вулиця
Воскресінський,провулок
Цегельного Заводу,вулиця
Корнила Устияновича,вулиця
Корости,вулиця
Балхашський,провулок
Магічна,вулиця
Максима Сороки,вулиця
Сергія Данченка,вулиця
Олеги Перегуди,вулиця
Ногина,вулиця
Шингирія,вулиця
Сергіївка,вулиця
Сердюка,вулиця
Шишівка,вулиця
Висовня,вулиця
Приліпки,вулиця
Щєпкіна,вулиця
Узвізна - П. В. Балабуєва,вулиця
1-а Північна,вулиця
Свдова,вулиця
2-а набережна,вулиця
Пасківка,вулиця
Знаменського,провулок
Федора Пивоварова,вулиця
Бихаленків,провулок
Вячеслава Безсокирного,провулок
40-ї Армії,вулиця
Крачківський,провулок
Анатолія Лакізи,провулок
Качанівський,провулок
Віті Дудки,вулиця
Миколи Волошина,вулиця
Мухівка,вулиця
Климівський,провулок
Квасолівка,вулиця
Веделівка,вулиця
Івана Низового,вулиця
Кашубівський,провулок
3 Вересня,вулиця
Віктора Зарецького,провулок
Веделівський,провулок
Савчуківка,вулиця
Пробитовський,провулок
Симоновщина,вулиця
Пасківський,провулок
Пробитівка,вулиця
Старосілля,вулиця
Крутоярський,провулок
Данила Тепляка,вулиця
Щевченка,вулиця
Гереги,вулиця
Романівського,вулиця
Юрдівка,вулиця
Перекопівська,вулиця
Щучкіна,вулиця
Людмили Волошки,вулиця
Романа Власюка,вулиця
Братів Гуріних,вулиця
Декаленка,вулиця
Тихона Головченка,вулиця
Задвірʼя,вулиця
Погребська,вулиця
Літківський,провулок
Братів Заболотних,вулиця
Берунівка,вулиця
Онопи,провулок
Братів Лисенко,вулиця
Віктора Чернюха,вулиця
Данильцівих,вулиця
Анатолія Гнатенка,вулиця
Артополот,вулиця
Паволоцька,вулиця
Голованюка,вулиця
Глущука,вулиця
Цибори,вулиця
Сергія Щерби,вулиця
Неятинська,вулиця
2-й Горовий,провулок
Григорія Самбірчика,вулиця
Отця Степана Ридея,вулиця
Сімʼї Колессів,вулиця
Володимира Юричка,вулиця
Миколи Куця,вулиця
бічна Степана Бандери,вулиця
І. Децика,вулиця
Клинівка,вулиця
Іларіона Огієнка,вулиця
бічна Вʼячеслава Чорновола,вулиця
Федуска,вулиця
Української Головної Визвольної Ради,вулиця
Братів Бережницьких Бічна,вулиця
Генерала Кука,вулиця
Володимира Дорошенка,вулиця
Тараса Драбика,вулиця
Дмитра Демковського,вулиця
Тараса Вислоцького,вулиця
Вадима Суского,вулиця
Андрія Струся,вулиця
Дмитра Беженара,вулиця
Невідомого Бійця,вулиця
Павла Сувчинського,вулиця
Дмитра Вінничука,вулиця
Фруктових Садів,вулиця
Ольшевського,вулиця
Юрія Грубріна,вулиця
Чигор,вулиця
Під Горою,вулиця
Ящука,вулиця
Банченка,вулиця
Мальцева,вулиця
Виноградна садівниче товариство Радуга -2016,вулиця
Клубниччна садівниче товариство Радуга -2016,вулиця
Землянична садівниче товариство Радуга -2016,вулиця
Лазаря Барановича,вулиця
Орленка,вулиця
Андрія Лепехи,провулок
Чертіж,вулиця
Богдана Янишина,вулиця
1-й Семена Палія,провулок
2-й Семена Палія,провулок
Тихого О.,вулиця
Межигороди,вулиця
Верхня Сонячна,вулиця
Петра Забіли,вулиця
О. Боднарюка,вулиця
І. Муромця,вулиця
Мольченко,вулиця
Товстенко,вулиця
Петра Хроніча,вулиця
Братів Пономарів,вулиця
Лікаря Тарашкевича,вулиця
Кирпичова,вулиця
Анатолія Пачевського,вулиця
Гаріна-Михайловського,вулиця
Рокотянського,вулиця
Усенка,вулиця
Дорошка,вулиця
Бондарі,вулиця
Мархаївка,вулиця
1-й Івана Чирки,провулок
Івана Чирка,вулиця
Фінляндія,вулиця
Галієва,вулиця
Дубка,вулиця
Пилипи,вулиця
Шкляра,вулиця
Штильовий,тупик
Магнолії,тупик
1-й Протипохилий,провулок
Майка,вулиця
садова,вулиця
3-й Похилий,провулок
В. Яцюка,вулиця
Шептухи,вулиця
Віктора Петренка,вулиця
В. Шевченка,вулиця
2-й Северина Наливайка,провулок
Сулейманова,вулиця
Братів Халімон,вулиця
Братів Половинок,вулиця
Братів Кузьменків,вулиця
Загорянська,вулиця
Дмитра Ольхового,вулиця
Князів Сангушко,вулиця
М. Семенця,провулок
Пекельного,вулиця
Бородавка,вулиця
Кореня,вулиця
І. Прокоповича,вулиця
Олексія Семенця,вулиця
Бублікова,вулиця
Хуторець,вулиця
Дубровка,вулиця
Лазька,вулиця
5-а Сонячна,вулиця
2-й Високовича,провулок
Малокиївська,вулиця
Римская,дорога
Ремонтників,вулиця
Камʼянець,вулиця
Рибіцького,вулиця
Анатолія Толпова,вулиця
Угловий,провулок
Доєва,вулиця
Хрестовоздвиженська,вулиця
Єремецького,вулиця
О. Ткача,вулиця
Я. Демʼянишина,вулиця
Замлинська,вулиця
Красненьківська,вулиця
Двохрамний,провулок
Набережньо-Сеймська,вулиця
Набережньо-Сеймський,провулок
Путильска,вулиця
К. Чоловсього,вулиця
Братів Шайлоків,вулиця
Дубинянський,провулок
Дримченків,вулиця
Чепіги,вулиця
Кожбук,вулиця
Паламарюка,вулиця
Василя Девдюка,вулиця
Рівнянська,вулиця
Ореста Білака,вулиця
Мирона Штолюка,вулиця
Братів Довбенко,вулиця
Сафронівська,вулиця
Мала Виженка,вулиця
1-й Юннатів,провулок
2-й Юннатів,провулок
3-й Юннатів,провулок
Франка І.,вулиця
Соколового Каміння,вулиця
Олександра Ловʼягіна,вулиця
Анатолія Гончара,вулиця
Селянина,вулиця
Ігоря Єшко,вулиця
Жалібки,вулиця
Поворіна,вулиця
Стаєчненська,вулиця
Шерняховського,вулиця
5-та Заводська,вулиця
1-ша Заводська,вулиця
Суперфосфатна,вулиця
1-й Деревообробний,провулок
1-й Скляний,провулок
2-й Хімічний,провулок
4-ий провулок Вижницької,вулиця
Лужнянська,вулиця
Черепуляка,вулиця
Мочар,вулиця
Ільєнка,вулиця
Верхня Зарічна,вулиця
Верхня Карпівська,вулиця
Максима Чорнокнижного,вулиця
В. Косіянчука,вулиця
О. Леонової,вулиця
1-й Ключевий,провулок
2-й Ключевий,провулок
Мотокроса,траса
картингу,траса
2-й Пересипський,провулок
1-й Кипарисний,провулок
2-й Кипарисний,провулок
3-й Черепанових,провулок
Розтоцька,вулиця
4-й Басейний,провулок
6-й Басейний,провулок
3-й Басейний,провулок
Миколи Подоляна,вулиця
Білий Камінь,вулиця
Болденюка,вулиця
3-й Проектуємий,провулок
Кредитний,провулок
Зазимський Шлях,вулиця
Озаринецька,вулиця
Ігоря Римара та Сергія Ковриги,вулиця
Кошелевська,вулиця
Венгри,вулиця
Охременка,вулиця
Мозгольова,вулиця
Сарнівка,вулиця
Цементний,провулок
2-й Февральський,провулок
Братів Коробкових,вулиця
Чуйківський,провулок
3-й Східчастий,провулок
Кобринюка,вулиця
5-й Проектуємий,провулок
1-й Глазунова,провулок
Шкурупія,провулок
Гарбузовий,провулок
1-й Майський,провулок
4-й Майський,провулок
Леоніда Тереховича,вулиця
Липківський,провулок
Рулевий,провулок
1-й Сирітський,провулок
2-й Сирітський,провулок
Вища Загребля,вулиця
Нижча Загребля,вулиця
Галясівка,вулиця
Прокопа Макаренка,провулок
Середньофонтанський,провулок
В. Ніженського,вулиця
С. І. Байди,вулиця
Корнієвського,провулок
Гетьмана Івана Мазепі,вулиця
Даринівська,вулиця
2-га Кордівка,вулиця
Володимира Великога,вулиця
Константська,вулиця
Об’їздова,вулиця
Урсолівська,вулиця
Богданюка,вулиця
Градівська,вулиця
Віталія Розстального,вулиця
Братів Зінченко,провулок
Новолелів,вулиця
Пільщиківський,провулок
5-й Колеусівський,провулок
2-й Колеусівський,провулок
Жайворонковий,провулок
Коровинецька,вулиця
Нижня Верховина,вулиця
Олексія Цмокна,вулиця
Кривицького,вулиця
Ріплянська,вулиця
Лантушенка,вулиця
І. Оленича,вулиця
Мураховська,вулиця
Петра Пиниці,вулиця
Крохмаля,вулиця
Скоробрехи,вулиця
Лубянська,вулиця
Добринінський,проїзд
Станкєвського,вулиця
Аеронавтів,вулиця
Ліпницької,вулиця
Плоханівська,вулиця
Гринчука,вулиця
Плоханівський,провулок
Менделеєва,вулиця
Сторонецький Потік,вулиця
Заверх,вулиця
Закоршмʼяного,вулиця
Миколи Михалевича,вулиця
Кам'янка-2,вулиця
Кам'янка-1,вулиця
Малютіна,вулиця
Сановської,вулиця
Лісогорський,тупик
М. Мандибури,вулиця
Жмеринське,шосе
Шкурко,вулиця
Сентюріна,вулиця
Монолітна,вулиця
Грушовий,провулок
Земний,провулок
Партизанів Холодноярської Республіки,вулиця
Михайла Костюка,вулиця
Попелівська,вулиця
Телешівська,вулиця
Заводянська,вулиця
П. Павлюка,вулиця
Крохмалівська,вулиця
Липківського,вулиця
Баїнська,вулиця
Козловського,вулиця
Протасова,вулиця
Ґеорґе Асакі,вулиця
Сави Холбана,вулиця
Ігоря Бурдейного,вулиця
Квасніцького,вулиця
Братів Осадчих,вулиця
Могилевського,вулиця
Запорожченка,вулиця
імені Героя України Ф. М. Муравченка,вулиця
Д. Ситника,вулиця
Хохуа,вулиця
1-й Барський,провулок
3-й Барський,провулок
Стрєльнікова,вулиця
Безводня,вулиця
6-й Юрія Левади,проїзд
5-й Юрія Левади,проїзд
4-й Юрія Левади,проїзд
3-й Юрія Левади,проїзд
2-й Юрія Левади,проїзд
1-й Юрія Левади,проїзд
Новоросошанська,вулиця
В. Труша,вулиця
Рибинських,вулиця
Прилужний,провулок
Гриба,вулиця
житловий масив Берізки,вулиця
Голощапова,вулиця
Олександра Бачинського,вулиця
Тернового,вулиця
Кравців,вулиця
О. Грицюка,вулиця
Цісарська,вулиця
Свидівоцька,вулиця
Лісництва,вулиця
Едмунда Бачинського,вулиця
Прифермерська,вулиця
Сучина,вулиця
Дівче,вулиця
Забенкова,вулиця
Дмитра Кузьміна,вулиця
Ясінь,вулиця
Дерманчука,вулиця
Кавунівський,провулок
Дюковська,вулиця
2-го Вересня,вулиця
Будацька,вулиця
Яструбівська,вулиця
Богдана Олішевського,вулиця
Водопідйомна,вулиця
В'юнівщина,вулиця
2-й Цукровиків,проїзд
4-й Цукровиків,проїзд
Захаряшівська,вулиця
Гайдашука,вулиця
Рейваха,вулиця
Максима Шевченка,вулиця
Богаєвського,вулиця
Титарська,вулиця
3-а Лісна,вулиця
4-а Лісна,вулиця
Л. Бикова,вулиця
Пашинських,вулиця
Академіка Ремесла,вулиця
4-й Молодіжний,провулок
Дернова,вулиця
Бородавки,вулиця
Валентина Загороднього,вулиця
дружби,алея
Варовичівська,вулиця
Бессарабський,провулок
Рибалківка,вулиця
Тимчика,вулиця
Вигінний,провулок
Підзамецька,вулиця
Гореницька,вулиця
Петрушківська,вулиця
П. Куліша,вулиця
Кожарова,вулиця
3-й Лікаря Маєвського,провулок
2-й Кирила Розумовського,провулок
1-й Кирила Розумовського,провулок
Євич,вулиця
Старокандибівська,вулиця
Савеги,вулиця
Євгена Стахіва,вулиця
Соніна,вулиця
К. Свірської,вулиця
Плависта,вулиця
Заворицька,вулиця
Городнянська,вулиця
Корюківська,вулиця
Євгена Буткова,вулиця
Віті Царенка,вулиця
Терникова,вулиця
Сухолінська,вулиця
Ярифонівський,провулок
Григорія Компанюка,вулиця
Стебнянський,провулок
Старий Вокзал,вулиця
Мовчанівська,вулиця
Комуністичний,провулок
Маслозаводський,провулок
Ярифонівська,вулиця
Швидковського,вулиця
Є. Казьмірова,вулиця
Чудо-Михайлівська,вулиця
Хмельницького Б.,вулиця
Тюріна,вулиця
1-й Возненський,провулок
Станціонний,проїзд
Теплицька,вулиця
2-й Арзамакіна,провулок
1-й Новіцького,провулок
Новіцького,вулиця
Васіна,вулиця
Тинюкова,вулиця
Тополі,вулиця
Шанцера,вулиця
21 з’їзду,вулиця
Миколи Касьяна,вулиця
Юрія Гуци-Венеліна,вулиця
Поручника Кедюлича,вулиця
Марка Бараболі,вулиця
Драбинівська,вулиця
Василенківська,вулиця
Анатолія Скрипника,вулиця
Юрія Фармагея,вулиця
Родини Косачів,вулиця
Копані,вулиця
Краснопартизанська,вулиця
Анатолія Верещаги,вулиця
Графські,сходи
500-річчя Вижівки,вулиця
Артамонівська,вулиця
Чукаріна,вулиця
Неопалимівський,провулок
Стефініних,вулиця
Горяєвський,провулок
Слатіна,вулиця
Трав'яний,провулок
Євгена Тельнова,вулиця
Капітана Агеєнка,вулиця
Новогрязненський,провулок
Грязнянська,вулиця
Вигонська,вулиця
Олександра Синевича,вулиця
Козаків-Богданівців,вулиця
Гарбузова,вулиця
Лініний,провулок
Сіверянський,провулок
Поправський,провулок
Удода,узвіз
Сергія Фурсенка,провулок
Майора Блажка,вулиця
Україно-Вірменської Дружби,алея
Прирічковий,провулок
Чанчибадзе,вулиця
Біянська,набережна
Кирила Галаса,вулиця
улица Тиритакский,вал
Ганни Старицької,провулок
Тікунова,вулиця
Інни Шульги,провулок
Пристоличний,провулок
Лелеківський,провулок
імені Шевченка,вулиця
Жанова,вулиця
Чесака,вулиця
Залізницчна,вулиця
Ахмет-Хана Султана,провулок
Степанюка,вулиця
Князя Осьмомисла,вулиця
Віталія Рибалка,вулиця
Володимира Шикирявого,провулок
Єрмилівський,узвіз
Осошнянська,вулиця
Христинівська,вулиця
Юрія Мілієнка,провулок
Василя Мартиненка,вулиця
Календюка,вулиця
Кисиленка,вулиця
Грязного,провулок
Виноградарний,провулок
Васіле Алексадрі,вулиця
Селеківська,вулиця
Федіра Цуцея,вулиця
Василя Ратушного,вулиця
Станіслава Дукача,провулок
Володимира Шпорталюка,вулиця
Бурмоса,вулиця
Володимира Глущука,вулиця
Крючкова,вулиця
Академіка Байраківського,вулиця
Олександра Купріянова,вулиця
Степана Яремича,провулок
Олександра Пустового,вулиця
1-й Св. Петра,провулок
Володимира Сіранчука,вулиця
Олександра Годованюка,вулиця
Сергія Сугака,вулиця
Кузьми Хобзея,вулиця
Св. Петра,вулиця
Василя Дільного,вулиця
Д. Драпалюка,вулиця
1-й Штефан чел Маре,провулок
1-й Три Дуба,провулок
5-й Емінеску,провулок
2-й Прилісної,провулок
4-й Емінеску,провулок
1-й Прилісної,провулок
3-й Емінеску,провулок
5-й Буковинської,провулок
Домки Загоруйко,вулиця
Капітана Зоти,вулиця
Рожновського,вулиця
Драмарецького,вулиця
М. Черемшини,вулиця
П. Сагайдачного,вулиця
М. Лєрмонтова,вулиця
Івана Щуровського,вулиця
Василя Берези,вулиця
Володимира Чорновола,вулиця
Паушівська,вулиця
В. Винниченка,вулиця
Ружинський,провулок
Під Балками,вулиця
Овідія,провулок
Спринька,вулиця
1-й Коновальця,провулок
Сержанта Коновалова,вулиця
Петра Похила,провулок
Бісковицька,вулиця
Агеївська,вулиця
Віталія Шевченка,вулиця
Лебідський,провулок
Братів Петренків,вулиця
В.Загноя,вулиця
П. Голосовського,вулиця
Туристський,провулок
Алабяна,вулиця
Престольна,вулиця
Нова Степова,вулиця
Ольшанська,вулиця
Гаркушина,вулиця
Килимовий,провулок
Радищєва,вулиця
Кондренка,вулиця
Седнєва,вулиця
С. Петлюри,вулиця
Кругликова,вулиця
Уліцького,вулиця
Василя Левицького,вулиця
Фабріціуса,вулиця
Тихі Зорі,вулиця
Братів Мельників,вулиця
Братів Лопушанів,вулиця
Ватоліної,вулиця
Дмитра Бернадського,провулок
Міланська,вулиця
Вільшана,вулиця
Кіріна,провулок
Бородая,вулиця
Дмитра Климпуша,вулиця
Національного Визволення,вулиця
Кихна,вулиця
1-й Аеропортівський,провулок
6-й Аеропортівський,провулок
Ніни Бочарової,вулиця
Сєрьогіна,вулиця
Буткевича,вулиця
Миколи Анішенка,провулок
Раківська,вулиця
Пʼятихатна,вулиця
Безрук,вулиця
СШБ,вулиця
2-й Бірюковський,провулок
Веснянок,вулиця
Миколія,вулиця
Рухівська,вулиця
Жука,вулиця
Черемшинова,вулиця
Максима Перепелиці,вулиця
Братів Срібних,вулиця
Дементія Конжукова,вулиця
Тишика,вулиця
Межиріччя,вулиця
1-ша Віли,вулиця
Мізоцька,вулиця
Грабина,вулиця
6-та Білогорська,вулиця
Карʼєрний Тупик,провулок
Дмитра Франішина,вулиця
Сліпа Долина,вулиця
Чорнії,вулиця
Сиганівка,вулиця
Краків,вулиця
Дубіка,вулиця
Піщаного,вулиця
Грунтова,дорога
Андрія Крупського,вулиця
Плебанівська,вулиця
Степана Микала,вулиця
Гаубичний,провулок
1-й Тетяни Яблонської,провулок
Шкирівка,вулиця
Остапа Оброци,вулиця
Третього Гетьманату,вулиця
Шутрівка,вулиця
Володимирецька,вулиця
Експериментальний,провулок
Шадринська,вулиця
Підстанційний,провулок
Братів Потабашних,вулиця
Хандриківка,вулиця
Надʼярний,провулок
Тернова гора,вулиця
Буланівка,вулиця
Капицівка,вулиця
Котелевська,вулиця
Гримайлівська,вулиця
Олександра Єжелова,вулиця
Олександра Тимошенка,вулиця
Олега Токаренка,вулиця
Руслана Ільїна,вулиця
Лисоконя,вулиця
2-га Таращанська,вулиця
Є. Кравченка,вулиця
2-й Б. Хмельницького,провулок
6-й Б. Хмельницького,провулок
5-й Б. Хмельницького,провулок
4-й Б. Хмельницького,провулок
7-й Б. Хмельницького,провулок
Курочкіна,вулиця
Підпечерська,вулиця
Фирсівська,вулиця
Ісаака Айзеншера,вулиця
Мойсинський,проїзд
Митьківський,проїзд
Мудрівський,проїзд
Налісенський,проїзд
Новолипівський,проїзд
Пеньківський,проїзд
Пищицький,проїзд
Самовицький,проїзд
Більківський,проїзд
Залізьківський,проїзд
Гущівський,проїзд
Бубнівський,проїзд
Богушківський,проїзд
Кітлівський,проїзд
Кожарський,проїзд
Домонтівський,проїзд
Лящівський,проїзд
Вереміївський,проїзд
Іркліївський,проїзд
Жовнинський,проїзд
Кизиверський,проїзд
Шабельницький,проїзд
Половецький,провулок
Катерини Чернишенко,вулиця
Галини Бородавко,вулиця
Пантазьєва,вулиця
Володіна,вулиця
Григорія Балжи,вулиця
Яр,вулиця
Охрончука,вулиця
Заріцької,вулиця
В. С. Моргуненка,вулиця
П. Гречаного,вулиця
Шевчуків,вулиця
Сави Божка,вулиця
Сапіна,вулиця
7 Грудня,вулиця
В'ячеслава Кубрака,вулиця
Томаса Стівенсона,вулиця
Л. Войтюк,вулиця
